game_id,set_number,games_1,games_2
51033,2,6,0
51034,1,6,0
51034,2,6,2
51035,1,6,1
51035,2,6,4
51036,1,6,0
51036,2,6,0
51037,1,6,3
51037,2,6,0
51038,1,6,1
51038,2,6,2
51039,1,0,6
51039,2,2,6
51040,1,6,0
51040,2,6,1
51041,1,6,1
51041,2,6,0
51042,1,6,0
51042,2,6,0
51043,1,6,1
51043,2,6,3
51044,1,6,0
51044,2,6,0
51045,1,6,0
51045,2,6,2
51046,1,2,6
51046,2,0,6
51047,1,7,5
51047,2,6,4
51048,1,6,1
51048,2,6,0
51049,1,6,2
51049,2,6,4
51050,1,7,6
51050,2,1,6
51050,3,1,6
51051,1,6,7
51051,2,0,6
51052,1,3,6
51053,1,6,0
51053,2,6,3
51054,1,6,4
51054,2,4,6
51054,3,6,7
51055,1,6,0
51055,2,6,0
51056,1,6,2
51056,2,7,5
51057,1,7,5
51057,2,6,1
51058,1,2,6
51058,2,2,6
51059,1,1,6
51059,2,2,6
51060,1,3,6
51060,2,2,6
51061,1,4,6
51061,2,6,7
51062,1,4,6
51062,2,2,6
51063,1,4,6
51063,2,3,6
51064,1,5,7
51064,2,5,7
51066,1,3,6
51066,2,0,6
51068,1,0,6
51068,2,1,6
51069,1,6,7
51069,2,2,6
51070,1,2,6
51070,2,0,6
51071,1,2,6
51071,2,5,7
51072,1,3,6
51072,2,6,3
51072,3,1,6
51073,1,6,3
51073,2,6,3
51074,1,4,6
51074,2,1,6
51075,1,1,6
51075,2,0,6
51076,1,1,6
51076,2,2,6
51077,1,5,7
51077,2,7,6
51077,3,6,7
51078,1,0,6
51078,2,0,6
51079,1,2,6
51079,2,3,6
51080,1,0,6
51080,2,0,6
51081,1,2,6
51081,2,0,6
51082,1,1,6
51082,2,2,6
51083,1,3,6
51083,2,1,6
51084,1,3,6
51084,2,3,6
51086,1,2,6
51086,2,5,7
51087,1,6,7
51087,2,4,6
51088,1,6,2
51088,2,6,0
51089,1,7,6
51089,2,4,6
51089,3,1,6
51090,1,3,6
51090,2,7,5
51090,3,6,0
51091,1,1,6
51091,2,0,6
51092,1,6,4
51092,2,6,2
51093,1,0,6
51093,2,0,6
51094,1,6,3
51094,2,6,2
51095,1,6,2
51095,2,4,6
51095,3,6,3
51096,1,3,6
51096,2,3,6
51097,1,3,6
51097,2,1,6
51098,1,5,7
51098,2,2,6
51099,1,6,4
51099,2,2,6
51099,3,6,2
51100,1,3,6
51101,1,4,6
51101,2,6,0
51101,3,6,2
51102,1,6,1
51102,2,6,4
51104,1,2,6
51104,2,0,6
51105,1,6,3
51105,2,6,4
51106,1,2,6
51106,2,6,0
51106,3,1,6
51107,1,6,2
51107,2,6,2
51108,1,4,6
51108,2,6,4
51108,3,7,5
51109,1,4,6
51109,2,4,6
51110,1,7,5
51110,2,6,2
51111,1,7,6
51111,2,1,6
51111,3,6,7
51112,1,1,3
51113,1,6,3
51113,2,7,6
51114,1,6,4
51114,2,6,3
51115,1,6,3
51115,2,6,1
51116,1,3,6
51116,2,2,6
51117,1,4,6
51117,2,0,6
51118,1,6,7
51118,2,6,4
51118,3,2,6
51119,1,2,6
51119,2,2,6
51120,1,6,2
51120,2,6,3
51121,1,1,6
51121,2,0,6
51122,1,5,7
51122,2,3,6
51123,1,7,6
51123,2,7,6
51124,1,3,6
51124,2,6,3
51124,3,6,4
51125,1,6,3
51125,2,4,6
51125,3,6,2
51126,1,6,1
51126,2,3,6
51126,3,6,3
51127,1,2,6
51127,2,6,7
51128,1,2,6
51128,2,2,6
51129,1,1,6
51129,2,2,6
51130,1,6,7
51130,2,2,6
51131,1,6,0
51131,2,6,2
51132,1,1,6
51132,2,0,6
51133,1,3,6
51133,2,1,6
51134,1,5,7
51134,2,0,6
51135,1,6,2
51135,2,6,0
51136,1,6,2
51136,2,6,0
51137,1,1,6
51137,2,1,6
51138,1,6,3
51138,2,1,6
51138,3,1,6
51139,1,6,2
51139,2,6,1
51141,1,3,6
51141,2,2,6
51142,1,6,7
51142,2,6,7
51143,1,7,5
51143,2,3,6
51143,3,6,3
51144,1,6,4
51144,2,7,5
51145,1,6,3
51145,2,6,1
51146,1,5,7
51146,2,6,3
51146,3,6,2
51147,1,6,1
51147,2,6,2
51148,1,6,2
51148,2,6,4
51149,1,6,2
51149,2,6,2
51150,1,6,0
51150,2,6,0
51151,1,2,6
51151,2,6,4
51151,3,7,6
51152,1,6,0
51152,2,6,3
51153,1,6,1
51153,2,6,0
51154,1,6,2
51154,2,7,6
51155,1,6,0
51155,2,6,4
51156,1,6,2
51156,2,6,0
51157,1,6,1
51157,2,6,1
51158,1,6,4
51158,2,1,6
51158,3,6,4
51159,1,6,1
51159,2,6,4
51160,1,1,0
51164,1,6,1
51164,2,6,3
51165,1,6,2
51165,2,6,3
51167,1,5,7
51167,2,6,2
51167,3,5,7
51168,1,6,2
51168,2,6,2
51169,1,3,6
51169,2,7,6
51169,3,6,4
51170,1,6,1
51170,2,6,1
51171,1,0,6
51171,2,1,6
51172,1,6,2
51172,2,4,6
51172,3,6,3
51173,1,2,6
51173,2,4,6
51174,1,7,6
51174,2,6,7
51174,3,6,3
51175,1,7,6
51175,2,6,2
51176,1,2,6
51176,2,6,1
51176,3,6,2
51177,1,6,2
51177,2,3,6
51177,3,2,6
51178,1,6,1
51178,2,6,0
51179,1,5,7
51179,2,5,7
51180,1,1,6
51180,2,3,6
51181,1,6,0
51181,2,6,1
51182,1,3,6
51182,2,6,2
51182,3,5,7
51183,1,2,6
51183,2,6,4
51183,3,6,2
51185,1,6,0
51186,1,6,3
51186,2,6,3
51187,1,7,6
51187,2,3,6
51187,3,7,5
51188,1,6,4
51188,2,6,2
51189,1,3,6
51189,2,1,6
51190,1,4,6
51190,2,6,3
51190,3,2,6
51191,1,6,2
51191,2,6,1
51192,1,6,4
51192,2,6,3
51193,1,6,1
51193,2,3,6
51193,3,4,6
51194,1,6,3
51194,2,6,1
51195,1,7,5
51195,2,6,2
51196,1,6,3
51196,2,6,1
51197,1,6,1
51197,2,6,0
51198,1,6,3
51198,2,3,6
51198,3,5,7
51199,1,3,6
51199,2,2,6
51200,1,6,2
51200,2,6,3
51201,1,3,6
51201,2,2,6
51202,1,6,2
51202,2,6,1
51203,1,1,6
51203,2,3,6
51204,1,7,5
51204,2,2,6
51204,3,6,3
51205,1,6,3
51205,2,6,0
51206,1,6,0
51206,2,6,2
51207,1,6,4
51207,2,5,7
51207,3,2,6
51208,1,6,4
51208,2,6,4
51211,1,3,6
51211,2,1,6
51212,1,2,6
51212,2,6,2
51212,3,3,6
51213,1,7,6
51213,2,2,6
51213,3,1,6
51214,1,2,6
51214,2,2,6
51215,1,0,6
51215,2,5,7
51216,1,1,6
51216,2,5,7
51217,1,2,6
51217,2,6,0
51217,3,0,6
51218,1,2,6
51218,2,7,6
51218,3,6,7
51219,1,7,5
51219,2,6,4
51220,1,6,7
51220,2,6,4
51220,3,4,6
51221,1,4,6
51221,2,2,6
51222,1,3,6
51222,2,4,6
51223,1,1,6
51223,2,6,4
51223,3,1,6
51224,1,2,6
51224,2,3,6
51225,1,2,6
51225,2,6,1
51225,3,3,6
51226,1,2,6
51226,2,7,5
51226,3,3,
51227,1,7,5
51227,2,6,1
51228,1,6,0
51228,2,6,2
51229,1,6,3
51229,2,6,4
51230,1,6,3
51230,2,6,4
51231,1,1,6
51231,2,6,7
51232,1,2,6
51232,2,3,6
51233,1,4,6
51233,2,6,2
51233,3,6,4
51234,1,6,0
51234,2,6,0
51235,1,6,1
51235,2,6,1
51236,1,6,1
51236,2,6,1
51237,1,6,2
51237,2,6,3
51238,1,6,3
51238,2,6,3
51239,1,6,1
51239,2,6,0
51240,1,6,5
51241,1,7,6
51241,2,6,1
51242,1,3,6
51242,2,6,0
51242,3,6,2
51243,1,6,3
51243,2,6,1
51244,1,6,3
51244,2,6,0
51245,1,1,6
51245,2,2,6
51246,1,6,1
51246,2,6,1
51247,1,6,4
51247,2,7,5
51248,1,6,3
51248,2,4,1
51249,1,3,6
51249,2,6,1
51249,3,6,1
51250,1,6,0
51250,2,6,7
51250,3,6,4
51251,1,1,6
51251,2,6,4
51251,3,6,7
51252,1,6,4
51252,2,4,6
51252,3,4,6
51254,1,3,6
51254,2,2,6
51255,1,6,1
51255,2,6,1
51256,1,3,6
51256,2,6,7
51257,1,4,6
51257,2,2,6
51258,1,0,6
51258,2,0,6
51259,1,1,0
51260,1,1,6
51260,2,3,6
51261,1,4,6
51261,2,4,6
51262,1,6,3
51262,2,6,1
51263,1,6,0
51263,2,6,0
51264,1,2,6
51264,2,1,6
51265,1,6,0
51265,2,6,3
51266,1,2,6
51266,2,6,2
51266,3,5,7
51267,1,4,6
51267,2,2,6
51268,1,1,6
51268,2,6,0
51268,3,3,6
51269,1,6,0
51269,2,6,1
51270,1,7,6
51270,2,6,4
51271,1,4,6
51271,2,6,3
51271,3,5,7
51273,1,7,5
51273,2,6,2
51274,1,6,3
51274,2,4,6
51274,3,4,6
51275,1,6,1
51275,2,6,1
51276,1,6,0
51276,2,1,6
51276,3,0,3
51277,1,3,6
51277,2,2,6
51278,1,6,3
51278,2,6,4
51279,1,6,1
51279,2,6,3
51280,1,6,0
51280,2,6,2
51281,1,6,0
51281,2,6,2
51282,1,6,7
51282,2,6,1
51282,3,5,7
51283,1,7,5
51283,2,5,7
51283,3,7,5
51284,1,6,0
51284,2,6,1
51285,1,3,6
51285,2,6,1
51285,3,6,4
51286,1,6,2
51286,2,6,1
51287,1,2,6
51287,2,1,6
51288,1,0,6
51288,2,1,6
51289,1,1,6
51289,2,1,6
51291,1,0,6
51291,2,6,4
51291,3,6,4
51292,1,6,0
51292,2,6,0
51293,1,6,4
51293,2,7,5
51294,1,2,6
51294,2,0,6
51295,1,2,6
51295,2,4,6
51296,1,6,4
51296,2,6,2
51297,1,6,7
51297,2,4,6
51298,1,5,7
51298,2,5,7
51299,1,5,7
51299,2,2,6
51300,1,5,7
51300,2,1,6
51301,1,6,1
51301,2,4,6
51301,3,6,3
51302,1,3,6
51302,2,5,7
51303,1,6,0
51303,2,6,0
51304,1,6,2
51304,2,6,1
51305,1,6,0
51305,2,6,2
51306,1,6,7
51306,2,6,7
51307,1,6,0
51307,2,6,1
51308,1,6,2
51308,2,6,1
51309,1,6,4
51309,2,6,2
51310,1,6,3
51310,2,6,3
51311,1,6,3
51311,2,6,0
51312,1,6,2
51312,2,6,3
51313,1,6,2
51313,2,6,1
51314,1,6,0
51314,2,6,0
51315,1,3,6
51315,2,4,6
51316,1,7,5
51316,2,6,3
51317,1,6,2
51317,2,6,4
51318,1,4,6
51318,2,1,6
51319,1,6,7
51319,2,6,4
51319,3,6,3
51320,1,7,6
51320,2,6,1
51321,1,6,2
51321,2,3,1
51322,1,6,7
51322,2,3,6
51323,1,0,1
51324,1,6,4
51324,2,4,6
51324,3,5,7
51325,1,6,4
51325,2,6,2
51326,1,2,6
51326,2,3,6
51327,1,0,6
51327,2,3,6
51328,1,1,6
51328,2,1,6
51329,1,6,3
51329,2,6,2
51330,1,6,7
51330,2,4,6
51331,1,3,6
51331,2,4,6
51332,1,6,0
51332,2,6,0
51333,1,3,6
51333,2,1,6
51334,1,6,3
51334,2,6,0
51335,1,3,6
51335,2,6,3
51335,3,2,6
51336,1,6,1
51336,2,6,3
51337,1,1,6
51337,2,0,6
51338,1,2,6
51338,2,2,6
51339,1,6,4
51339,2,7,5
51340,1,0,6
51340,2,2,6
51341,1,2,6
51341,2,3,6
51342,1,7,6
51342,2,7,6
51343,1,6,1
51343,2,6,1
51344,1,6,1
51344,2,6,2
51345,1,6,3
51345,2,6,2
51346,1,6,4
51346,2,6,4
51347,1,3,6
51347,2,4,6
51348,1,7,6
51348,2,7,5
51349,1,6,0
51349,2,6,0
51350,1,2,6
51350,2,5,7
51351,1,7,5
51351,2,6,4
51352,1,2,6
51352,2,4,6
51353,1,6,3
51353,2,2,6
51353,3,4,6
51354,1,6,4
51354,2,6,2
51355,1,4,6
51355,2,6,2
51355,3,6,4
51356,1,6,3
51356,2,6,2
51357,1,6,4
51357,2,6,0
51358,1,1,6
51358,2,6,7
51359,1,3,6
51359,2,6,3
51359,3,6,3
51360,1,2,6
51360,2,2,6
51362,1,6,3
51362,2,6,2
51363,1,3,6
51363,2,3,6
51364,1,4,6
51364,2,2,6
51365,1,4,6
51365,2,4,6
51366,1,6,0
51366,2,6,0
51367,1,0,6
51367,2,3,6
51368,1,3,6
51368,2,2,6
51369,1,0,6
51369,2,1,6
51370,1,6,3
51370,2,6,3
51371,1,4,6
51371,2,7,6
51371,3,2,6
51372,1,6,3
51372,2,6,0
51373,1,0,6
51373,2,1,6
51374,1,2,6
51374,2,4,6
51375,1,6,3
51375,2,4,6
51375,3,7,5
51376,1,1,6
51376,2,2,6
51377,1,2,6
51377,2,3,6
51378,1,1,6
51378,2,4,6
51379,1,7,5
51379,2,7,5
51380,1,4,6
51380,2,7,5
51380,3,3,6
51381,1,6,4
51381,2,6,0
51382,1,3,6
51382,2,2,6
51384,1,1,6
51384,2,3,6
51385,1,3,6
51385,2,0,6
51386,1,1,6
51386,2,1,6
51387,1,0,6
51387,2,0,6
51388,1,6,7
51388,2,6,2
51388,3,6,2
51389,1,6,2
51389,2,6,4
51390,1,6,2
51390,2,7,6
51391,1,6,4
51391,2,2,6
51391,3,2,6
51392,1,6,7
51392,2,2,6
51393,1,6,2
51393,2,6,1
51394,1,6,0
51394,2,6,0
51395,1,6,0
51395,2,6,2
51396,1,6,1
51396,2,6,0
51397,1,6,1
51397,2,4,6
51397,3,6,2
51398,1,6,3
51398,2,6,3
51399,1,6,3
51399,2,6,1
51400,1,6,0
51400,2,6,0
51401,1,6,3
51401,2,6,1
51402,1,6,2
51402,2,6,3
51403,1,4,6
51403,2,1,6
51404,1,6,0
51404,2,6,0
51405,1,6,2
51405,2,6,7
51405,3,1,6
51406,1,0,6
51406,2,1,6
51407,1,6,0
51407,2,6,2
51408,1,6,1
51408,2,3,6
51408,3,3,6
51409,1,6,4
51409,2,6,3
51410,1,6,1
51410,2,6,2
51411,1,6,3
51411,2,5,7
51411,3,6,7
51414,1,5,7
51414,2,0,6
51415,1,6,1
51415,2,6,3
51416,1,6,3
51416,2,6,3
51417,1,5,7
51417,2,6,4
51417,3,5,7
51418,1,1,6
51418,2,4,6
51422,1,6,3
51422,2,6,2
51423,1,6,7
51423,2,0,6
51424,1,5,7
51424,2,6,4
51424,3,2,6
51425,1,3,6
51425,2,0,6
51426,1,2,6
51426,2,1,6
51427,1,3,6
51427,2,2,6
51428,1,6,4
51428,2,6,4
51430,1,3,6
51430,2,5,7
51431,1,6,0
51431,2,6,1
51432,1,2,6
51432,2,6,2
51432,3,1,6
51433,1,6,2
51433,2,6,0
51434,1,6,4
51434,2,6,4
51435,1,6,2
51435,2,6,0
51436,1,7,6
51436,2,5,7
51436,3,2,6
51437,1,6,0
51437,2,6,4
51438,1,3,6
51438,2,7,5
51438,3,1,
51439,1,6,0
51439,2,6,3
51440,1,0,6
51440,2,3,6
51441,1,7,5
51441,2,6,3
51442,1,6,1
51442,2,4,6
51442,3,3,6
51443,1,6,2
51443,2,4,6
51443,3,4,6
51444,1,6,2
51444,2,6,3
51445,1,4,6
51445,2,2,6
51446,1,6,0
51446,2,6,3
51447,1,2,6
51447,2,7,6
51447,3,6,2
51448,1,7,6
51448,2,5,7
51448,3,6,2
51449,1,0,6
51449,2,3,6
51450,1,1,6
51450,2,3,6
51451,1,3,6
51451,2,2,6
51452,1,6,2
51452,2,6,2
51453,1,6,1
51453,2,6,1
51454,1,4,6
51454,2,6,3
51454,3,4,6
51455,1,4,6
51455,2,1,6
51456,1,6,2
51456,2,6,3
51457,1,6,4
51457,2,6,2
51458,1,4,6
51458,2,1,6
51459,1,6,0
51459,2,6,2
51460,1,2,6
51460,2,0,6
51461,1,6,2
51461,2,6,0
51462,1,2,6
51462,2,5,7
51463,1,6,0
51463,2,6,4
51464,1,0,6
51464,2,4,6
51465,1,6,3
51465,2,6,2
51466,1,4,6
51466,2,6,1
51466,3,6,3
51468,1,6,2
51468,2,6,1
51469,1,6,0
51469,2,6,2
51470,1,5,7
51470,2,6,3
51470,3,6,1
51471,1,3,6
51472,1,6,1
51472,2,6,3
51473,1,4,6
51473,2,4,6
51474,1,1,6
51474,2,6,1
51474,3,6,4
51475,1,6,1
51475,2,6,1
51476,1,3,6
51476,2,1,6
51477,1,4,6
51477,2,7,5
51477,3,6,3
51478,1,6,3
51478,2,6,1
51479,1,4,6
51479,2,4,6
51480,1,2,6
51480,2,3,6
51481,1,6,3
51481,2,6,1
51482,1,6,2
51482,2,6,4
51483,1,6,1
51483,2,6,3
51484,1,6,3
51484,2,6,3
51485,1,6,2
51485,2,6,2
51486,1,6,0
51486,2,6,3
51487,1,6,3
51487,2,6,4
51488,1,4,6
51488,2,6,3
51488,3,2,6
51489,1,1,6
51489,2,6,4
51489,3,2,6
51490,1,6,0
51490,2,6,0
51491,1,6,3
51491,2,4,6
51491,3,4,6
51492,1,6,4
51492,2,6,3
51495,1,2,6
51495,2,3,6
51496,1,2,6
51496,2,6,7
51497,1,6,1
51497,2,7,5
51498,1,6,1
51498,2,6,3
51499,1,6,2
51499,2,6,2
51500,1,5,7
51500,2,4,6
51501,1,6,3
51501,2,7,6
51502,1,6,1
51502,2,6,1
51503,1,6,1
51503,2,6,0
51504,1,1,6
51504,2,2,6
51505,1,3,6
51505,2,0,6
51506,1,3,6
51506,2,0,6
51507,1,4,6
51507,2,3,6
51508,1,0,6
51508,2,0,6
51509,1,6,2
51509,2,5,7
51509,3,1,6
51510,1,2,6
51510,2,7,6
51510,3,3,
51511,1,6,2
51511,2,6,1
51512,1,2,6
51512,2,2,6
51513,1,7,5
51513,2,6,2
51514,1,4,6
51514,2,6,3
51514,3,2,6
51515,1,5,7
51515,2,6,2
51515,3,6,4
51516,1,5,7
51516,2,3,6
51517,1,7,6
51517,2,6,1
51518,1,6,1
51518,2,6,0
51519,1,3,6
51519,2,6,1
51519,3,6,0
51520,1,2,6
51520,2,7,6
51520,3,6,2
51522,1,6,4
51522,2,2,6
51522,3,1,6
51523,1,6,2
51523,2,7,5
51524,1,6,2
51524,2,3,6
51524,3,6,1
51525,1,1,6
51525,2,6,2
51525,3,6,4
51527,1,1,0
51528,1,2,6
51528,2,7,6
51528,3,4,6
51529,1,2,6
51529,2,3,6
51530,1,6,3
51530,2,7,5
51531,1,5,7
51531,2,6,1
51531,3,3,6
51532,1,6,2
51532,2,6,1
51533,1,4,6
51533,2,3,6
51534,1,1,6
51534,2,1,6
51535,1,7,5
51535,2,7,5
51536,1,4,6
51536,2,6,1
51536,3,6,3
51537,1,6,2
51537,2,6,2
51538,1,2,6
51538,2,3,6
51539,1,6,4
51539,2,6,2
51540,1,5,7
51540,2,6,1
51540,3,6,0
51541,1,3,6
51541,2,4,6
51542,1,3,6
51542,2,2,6
51543,1,7,6
51543,2,6,4
51544,1,6,3
51544,2,0,1
51545,1,7,5
51545,2,2,6
51545,3,6,1
51546,1,6,1
51546,2,1,6
51546,3,4,6
51547,1,6,4
51547,2,6,2
51548,1,6,2
51548,2,6,4
51549,1,6,4
51549,2,6,1
51550,1,3,6
51550,2,5,7
51551,1,6,4
51551,2,6,0
51552,1,6,1
51552,2,4,6
51552,3,7,5
51553,1,5,7
51553,2,6,3
51553,3,6,2
51554,1,3,6
51554,2,7,5
51554,3,3,6
51555,1,7,6
51555,2,6,3
51556,1,6,2
51556,2,2,6
51556,3,3,6
51557,1,0,6
51557,2,0,6
51558,1,1,6
51558,2,6,1
51558,3,7,6
51559,1,2,6
51559,2,3,6
51560,1,3,6
51560,2,2,6
51561,1,3,6
51561,2,3,6
51562,1,6,1
51562,2,6,2
51563,1,6,7
51563,2,6,3
51563,3,3,6
51566,1,3,6
51566,2,2,6
51567,1,4,6
51567,2,6,2
51567,3,5,7
51568,1,7,5
51568,2,2,6
51568,3,7,6
51569,1,2,2
51570,1,5,7
51570,2,6,3
51570,3,5,7
51571,1,7,5
51571,2,6,1
51572,1,0,1
51573,1,6,0
51573,2,6,4
51574,1,6,4
51574,2,3,6
51574,3,4,6
51575,1,2,6
51575,2,6,3
51575,3,1,6
51576,1,4,6
51576,2,6,3
51576,3,5,7
51577,1,4,6
51577,2,2,6
51578,1,6,1
51578,2,6,2
51579,1,6,4
51579,2,6,4
51580,1,7,5
51580,2,6,2
51581,1,6,2
51581,2,4,6
51581,3,4,6
51586,1,1,6
51586,2,6,3
51586,3,6,4
51587,1,6,3
51587,2,1,6
51587,3,2,6
51588,1,6,0
51588,2,6,1
51589,1,6,4
51589,2,3,6
51589,3,4,6
51590,1,6,3
51590,2,6,0
51591,1,6,2
51591,2,6,1
51592,1,6,4
51592,2,6,3
51593,1,0,6
51593,2,4,6
51594,1,5,7
51594,2,4,6
51595,1,6,3
51595,2,7,6
51596,1,6,3
51596,2,5,7
51596,3,6,2
51597,1,3,6
51597,2,6,7
51598,1,2,6
51598,2,1,6
51599,1,6,2
51599,2,6,4
51600,1,3,6
51600,2,6,1
51600,3,4,6
51601,1,6,4
51601,2,6,4
51602,1,1,6
51602,2,4,6
51603,1,6,4
51603,2,6,1
51604,1,4,6
51604,2,1,6
51605,1,5,7
51605,2,3,6
51606,1,6,3
51606,2,6,4
51607,1,0,6
51607,2,3,6
51608,1,2,6
51608,2,4,6
51609,1,6,1
51609,2,6,1
51610,1,6,1
51610,2,6,0
51611,1,0,6
51611,2,2,6
51612,1,3,6
51612,2,1,6
51613,1,6,1
51613,2,5,7
51613,3,3,6
51614,1,7,5
51614,2,6,2
51616,1,6,0
51616,2,7,6
51617,1,6,1
51617,2,6,0
51618,1,6,3
51618,2,6,2
51619,1,6,2
51619,2,6,2
51620,1,6,0
51620,2,6,0
51621,1,6,2
51621,2,6,4
51622,1,6,0
51622,2,6,0
51623,1,6,1
51623,2,6,2
51624,1,6,1
51624,2,6,1
51625,1,6,0
51625,2,6,0
51626,1,6,0
51626,2,6,1
51627,1,6,1
51627,2,6,7
51627,3,7,6
51628,1,6,2
51628,2,6,1
51629,1,6,0
51629,2,6,1
51630,1,6,7
51630,2,6,0
51630,3,6,7
51631,1,6,2
51631,2,6,0
51632,1,6,0
51632,2,6,2
51633,1,6,0
51633,2,6,1
51634,1,6,0
51634,2,6,0
51638,1,6,4
51638,2,1,6
51638,3,0,3
51639,1,3,6
51639,2,0,6
51640,1,6,3
51640,2,6,2
51641,1,4,6
51641,2,2,6
51642,1,7,6
51642,2,6,1
51643,1,6,3
51643,2,3,6
51643,3,3,6
51644,1,3,6
51644,2,6,3
51644,3,2,6
51645,1,2,6
51645,2,2,6
51646,1,6,2
51646,2,6,4
51647,1,1,6
51647,2,1,6
51649,1,6,1
51649,2,6,2
51650,1,3,6
51650,2,2,6
51651,1,6,4
51651,2,6,1
51652,1,6,1
51652,2,6,0
51653,1,1,6
51653,2,0,6
51654,1,3,6
51654,2,4,6
51655,1,6,2
51655,2,6,3
51656,1,6,4
51656,2,6,2
51657,1,6,0
51657,2,3,0
51658,1,7,5
51658,2,7,5
51660,1,5,2
51661,1,1,6
51661,2,3,6
51662,1,5,7
51662,2,6,1
51662,3,6,1
51663,1,1,6
51663,2,0,6
51664,1,4,6
51664,2,6,1
51664,3,6,3
51665,1,5,7
51665,2,4,6
51666,1,4,6
51666,2,7,6
51666,3,4,6
51667,1,6,7
51667,2,4,6
51668,1,6,4
51668,2,7,5
51669,1,2,6
51669,2,6,7
51671,1,4,6
51671,2,0,6
51672,1,1,6
51672,2,1,6
51673,1,6,3
51673,2,3,6
51673,3,6,2
51674,1,6,1
51674,2,6,2
51675,1,6,1
51675,2,6,0
51676,1,6,2
51676,2,6,2
51677,1,6,4
51677,2,1,6
51677,3,3,6
51678,1,6,3
51678,2,6,4
51679,1,5,7
51679,2,6,7
51680,1,6,1
51680,2,6,1
51681,1,6,0
51681,2,4,6
51681,3,5,7
51682,1,3,6
51682,2,6,2
51682,3,0,6
51683,1,1,6
51683,2,4,6
51684,1,1,6
51684,2,6,7
51685,1,3,6
51685,2,2,6
51686,1,2,6
51686,2,3,6
51687,1,6,1
51687,2,6,1
51688,1,4,6
51688,2,7,5
51688,3,6,3
51689,1,6,1
51689,2,6,4
51690,1,5,7
51690,2,1,6
51691,1,3,6
51691,2,1,6
51692,1,3,6
51692,2,2,6
51693,1,6,0
51693,2,6,1
51694,1,2,6
51694,2,1,6
51695,1,4,6
51695,2,6,0
51695,3,6,4
51696,1,6,4
51696,2,7,5
51697,1,6,0
51697,2,6,2
51698,1,0,6
51698,2,6,7
51699,1,6,0
51699,2,3,6
51699,3,6,4
51700,1,7,6
51700,2,3,6
51700,3,6,4
51701,1,1,6
51701,2,3,6
51704,1,6,3
51704,2,5,7
51704,3,6,4
51705,1,4,6
51705,2,6,1
51705,3,6,2
51706,1,3,6
51706,2,1,6
51707,1,1,6
51707,2,6,4
51707,3,3,6
51708,1,7,6
51708,2,1,6
51708,3,7,6
51709,1,3,6
51709,2,2,6
51710,1,6,0
51710,2,6,0
51712,1,6,2
51712,2,6,1
51715,1,6,2
51715,2,6,2
51716,1,6,4
51716,2,6,4
51717,1,4,6
51717,2,6,4
51717,3,1,6
51718,1,1,6
51718,2,1,6
51719,1,4,6
51719,2,2,6
51720,1,6,7
51720,2,6,4
51720,3,1,6
51721,1,2,6
51721,2,3,6
51722,1,2,6
51722,2,6,2
51722,3,6,3
51723,1,1,6
51723,2,1,6
51724,1,0,6
51724,2,2,6
51725,1,0,6
51726,1,5,7
51727,1,6,3
51728,1,1,6
51728,2,3,6
51729,1,6,3
51729,2,6,4
51730,1,6,2
51730,2,6,2
51731,1,6,2
51731,2,7,5
51732,1,6,0
51732,2,6,2
51733,1,6,3
51733,2,6,4
51734,1,6,2
51734,2,6,0
51735,1,7,6
51735,2,6,4
51736,1,6,7
51736,2,4,6
51737,1,6,2
51737,2,6,2
51738,1,6,1
51738,2,6,2
51739,1,5,7
51739,2,3,6
51740,1,0,6
51740,2,0,6
51741,1,4,6
51741,2,6,3
51741,3,6,0
51742,1,2,6
51742,2,2,6
51743,1,7,5
51743,2,6,2
51744,1,6,1
51744,2,6,1
51745,1,6,4
51746,1,6,3
51747,1,6,4
51747,2,6,4
51748,1,4,6
51749,1,6,4
51749,2,3,6
51749,3,1,6
51750,1,6,0
51751,1,4,6
51752,1,6,2
51754,1,6,0
51755,1,6,0
51756,1,6,7
51756,2,7,6
51756,3,2,6
51757,1,3,6
51757,2,0,6
51758,1,2,6
51758,2,3,6
51759,1,2,6
51759,2,2,6
51760,1,6,4
51760,2,6,3
51761,1,5,7
51761,2,7,6
51761,3,7,6
51762,1,7,6
51762,2,7,5
51763,1,1,6
51763,2,0,6
51764,1,1,6
51764,2,1,6
51765,1,7,6
51765,2,6,2
51766,1,6,1
51766,2,7,5
51767,1,2,6
51767,2,3,6
51768,1,6,2
51768,2,1,6
51768,3,6,3
51769,1,6,1
51769,2,1,6
51769,3,7,6
51770,1,4,6
51770,2,2,6
51771,1,2,6
51771,2,4,6
51772,1,6,3
51772,2,6,3
51773,1,6,3
51773,2,4,6
51773,3,6,3
51774,1,3,6
51774,2,4,6
51775,1,6,3
51775,2,6,2
51776,1,6,7
51776,2,6,4
51776,3,7,5
51777,1,3,6
51777,2,7,6
51777,3,6,4
51778,1,6,2
51778,2,6,2
51779,1,6,1
51779,2,6,1
51780,1,0,6
51780,2,7,6
51780,3,6,3
51781,1,6,2
51781,2,6,0
51782,1,6,4
51782,2,6,2
51783,1,3,6
51783,2,6,3
51783,3,4,6
51784,1,4,6
51784,2,2,6
51785,1,6,4
51785,2,6,0
51786,1,6,4
51786,2,7,6
51787,1,1,6
51787,2,1,6
51788,1,6,3
51788,2,5,7
51788,3,7,6
51789,1,4,6
